Sr No.,Company Name,Estab_year,Employees_count,Location,Designation,Involvement,Skills,HR_Name,Experience,linkedIN,Industry,LinkedIn Emp Count,LinkedIn Followers
382,Hitachi India,1930,More than 1000,Bangalore,AWS DevOps Engineer,Full Time,"AWS,DevOps,CI - CD,Build Tools,Python",Ayushi Jain,6-10 Years,https://linkedin.com/company/hitachi-india,Not Available,Not Available,Not Available
383,K D Aher Building Systems,1993,50 - 200,Pune,HR Manager,Full Time,"Performance Management,Recruitment,Learning and Development,Employee Induction,Employee Engagement",Madhu Gupta,3-8 Years,https://www.linkedin.com/company/k-d-aher-building-systems-pvt-ltd-/about/,Construction,23 employees,145 followers
384,Lets Influence,2018,Oct-50,Gurgaon,Brand Acquisition Manager,Full Time,"Brand Management,Influencer Marketing,Marketing,Customer Relationship,Business Development",Paankhuri Aggarwal,2-6 Years,-----,Not Available,Not Available,Not Available
385,MindTickle,2012,200 - 500,"Bangalore, Pune",Staff ML Engineer,Full Time,"C,C++,Golang,Java,Python,Scala",Shama Afroj,7-11 Years,https://in.linkedin.com/company/mindtickle,Software Development,766 employees,"93,704 followers"
386,MyBillBook (FloBiz),2019,200 - 500,Bangalore,Customer Process Support - L1,Full Time,Customer Service,Sukant Singh,1-2 Years,https://www.linkedin.com/company/flobiz/,IT Services and IT Consulting,409 employees,"18,603 followers"
387,NiYO Solutions,2015,200 - 500,Bangalore,PE,Full Time,"Selenium,Appium,API Testing,Manual Testing,Automation Testing",Ramya Tanya,7-10 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
388,NiYO Solutions,2015,200 - 500,Bangalore,Principal Engineer - Node.js,Full Time,"Node.js,AWS,Golang",Prakhar Mehrotra,8-11 Years,https://www.linkedin.com/company/niyo-solutions-inc/,Financial Services,532 employees,"49,785 followers"
389,RSPL,1987,More than 1000,Gurgaon,Assistant Brand Manager,Full Time,"Brand Management,Product Marketing,Marketing,ATL,BTL",Akansha Gaur,5-10 Years,https://www.linkedin.com/company/rspl-group/about/,Manufacturing,"4,059 employees","43,810 followers"
390,SandV Capitals,2020,0 - 10,Hyderabad,React.js Developer,Full Time,"JavaScript,TypeScript,React.js,Redux,Java",Swathi Nune,3-8 Years,https://www.linkedin.com/company/sandv-capitals-private-limited/about/,IT Services and IT Consulting,10 employees,386 followers
391,1mg,2015,500 - 1000,Gurgaon,Senior Product Analyst,Full Time,SQL,Pallavi Chauhan,2-6 Years,https://www.linkedin.com/company/1mg/,"Technology, Information and Internet","4,150 employees","211,644 followers"
392,Akribiz Business Solutions,1997,50 - 200,Noida,Sales Manager,Full Time,"Sales,Business Development,Direct Sales,Telecalling,Corporate Sales",Ameesha Srivastava,5-6 Years,https://www.linkedin.com/company/akribiz-business-solutions-pvt.-ltd./about/,Retail Office Equipment,57 employees,996 followers
393,Amazon Devices,1994,More than 1000,Bangalore,Product Manager - Technical,Full Time,Product Management,Alfazhil Dharif,10-14 Years,https://www.linkedin.com/company/amazon/about/,Software Development,"822,544 employees","31,648,842 followers"
394,Amazon Devices,1994,More than 1000,Bangalore,Quality Assurance Manager,Full Time,"Automation Testing,Manual Testing,SDET,Java,Python,Selenium",Alfazhil Dharif,10-14 Years,https://www.linkedin.com/company/amazon/about/,Software Development,"822,544 employees","31,648,845 followers"
395,Anudip Foundation,2007,200 - 500,Patna,Senior Resident,Full Time,"General Management,Fitness Coaching",Shruti Shrivastava,5-10 Years,https://linkedin.com/company/anudip-foundation-for-social-welfare,Non-profit Organizations,932 employees,"18,248 followers"
396,Lokal,2018,50 - 200,Hyderabad,Lead Sales Manager,Full Time,"Business Development,Sales",Guarav Sidharth,5-9 Years,https://www.linkedin.com/company/lokal-app/,"Technology, Information and Internet",449 employees,"47,940 followers"
397,MyBillBook (FloBiz),2019,200 - 500,Bangalore,Executive Assistant,Full Time,"General Management,Corporate Strategy",Sukant Singh,1-3 Years,https://www.linkedin.com/company/flobiz/,IT Services and IT Consulting,409 employees,"18,603 followers"
398,myTVS Accessories,2011,50 - 200,Chennai,Head Accounts Consolidation & Statutory,Full Time,"FPA,Corporate Banking,Financial Reporting,Finance,Corporate Tax",Ramya R Kulkarni,10-15 Years,https://www.linkedin.com/company/tvsa/?originalSubdomain=in,Motor Vehicle Manufacturing,54 employees,"1,449 followers"
399,Porter,2014,500 - 1000,Kanpur,FIELD Sales Executive,Full Time,Sales,Swati Kumari,0-2 Years,https://www.linkedin.com/company/theporter-in/,"Technology, Information and Internet","1,947 employees","76,744 followers"
400,SyManSys Technologies India,2013,50 - 200,"Delhi, Gurgaon",Business Development Manager - Staffing,Full Time,Business Development,Chanchal Jugran,3-5 Years,https://www.linkedin.com/company/symansys/about/,IT Services and IT Consulting,60 employees,"61,058 followers"
401,Deutsche Bank,1900,More than 1000,Bangalore,Associate Vice President - Java + GCP,Full Time,"Java,Spring,Google Cloud,Microservices,Jira",Lithin Raj,10-15 Years,https://www.linkedin.com/company/deutsche-bank/,Financial Services,"65,262 employees","2,079,950 followers"
402,Fuel Marcom,2011,Oct-50,Delhi,Graphic Designer,Full Time,"Graphic Design,Video Editing,Corel Draw,3D Animation,Visual Design",Priya Ayachit,5-6 Years,https://www.linkedin.com/company/fuel-communications-marketing-solutions-digital/about/,Advertising Services,9 employees,282 followers
403,Goldcast,2020,0 - 10,Delhi,Software Engineer,Full Time,"Node.js,JavaScript,TypeScript,React.js,NestJS",Niharika Sharma,3-8 Years,https://www.linkedin.com/company/goldcastevents/about/,Software Development,165 employees,"10,107 followers"
404,Kripya Solutions,2006,,Chennai,Cloudops Engineer,Full Time,"DevOps,AWS,Azure,Google Cloud,Cloud Computing",Vijeth Viji,3-6 Years,https://linkedin.com/company/kripya-engineering-pvt-ltd,Software Development,124 employees,"2,290 followers"
405,Kripya Solutions,2006,,Chennai,Senior Software Test Engineer - Manual + Automation,Full Time,"Automation Testing,Manual Testing,Selenium,SQL Server,Jira",Vijeth Viji,3-5 Years,https://linkedin.com/company/kripya-engineering-pvt-ltd,Software Development,124 employees,"2,290 followers"
406,Max Life Insurance,2000,More than 1000,Hyderabad,Area Sales Manager,Full Time,"Sales,Business Development,Recruitment,Direct Sales",Piyush Mishra,2-6 Years,https://www.linkedin.com/company/max-life-insurance-company-limited,Insurance,"21,429 employees","276,468 followers"
407,Max Life Insurance,2000,More than 1000,Chennai,Inside Sales Manager,Full Time,"Sales,Business Development,Direct Sales,Recruitment",Piyush Mishra,2-2 Years,https://www.linkedin.com/company/max-life-insurance-company-limited,Insurance,"21,429 employees","276,468 followers"
408,MSD Technologies,2012,Oct-50,Bangalore,Digital Marketing Lead,Full Time,"Digital Marketing,Brand Management,SEO,Social Media Marketing,SEM",Richa Upadhyay,5-7 Years,-----,Not Available,Not Available,Not Available
409,PixelPhant,2016,Oct-50,Udaipur,Digital Marketing,Full Time,"Content Marketing,Content Writing,English Content",Ankita Jain,1-2 Years,https://www.linkedin.com/company/pixelphant/,Business Consulting and Services,34 employees,786 followers
410,Pure Storage,2009,More than 1000,Bangalore,Member of Technical Staff - 3 / 4 / 5,Full Time,"C,C++,Kernel Development,Networking,Storage,File Systems,iSCSI,Linux Device Drivers,Linux Internals,SAN,SCSI,Socket Programming",Devendra Mutha,5-9 Years,https://www.linkedin.com/company/pure-storage/about/,IT Services and IT Consulting,"5,617 employees","379,251 followers"
411,AXA,1995,More than 1000,Work From Home,webMethods Developer,Full Time,"webMethods,OpenShift,Git",Deepesh Shrimal,6-10 Years,https://www.linkedin.com/company/axa/about/,Insurance,"121,822 employees","1,264,875 followers"
412,BetterPlace,2015,500 - 1000,Bangalore,Data Scientist,Full Time,"Machine Learning,Python,MySQL,Scikit-learn,PyTorch",Nikita Sah,3-5 Years,https://www.linkedin.com/company/betterplace-safety-solutions-pvt-ltd/,Software Development,"1,047 employees","77,272 followers"
413,Freshworks,2010,More than 1000,Hyderabad,Lead Software Engineer - Platforms,Full Time,"AWS,Deployment,Distributed Systems,Microservices",Keerthana Ramaswamy,7-11 Years,https://in.linkedin.com/company/freshworks-inc,Software Development,"7,680 employees","691,986 followers"
414,Learning Shala,2018,50 - 200,Delhi,Business Development Executive,Full Time,"Business Development,Sales",Nidhi Taliyan,0-1 Years,https://www.linkedin.com/company/learningshala1/about/,E-Learning Providers,52 employees,"11,363 followers"
415,New Street Technologies,2017,Oct-50,Bangalore,Product Manager,Full Time,"Product Management,Market Research,BFSI,Product Lifecycle Management",Rushikesh Shinde,6-9 Years,https://www.linkedin.com/company/newstreettech/about/,IT Services and IT Consulting,102 employees,"5,422 followers"
416,New Street Technologies,2017,Oct-50,Bangalore,Technical Project Manager,Full Time,"Agile,Project Management,Jira,Scrum,PMP",Shrushti Rangari,6-11 Years,https://www.linkedin.com/company/newstreettech/about/,IT Services and IT Consulting,102 employees,"5,422 followers"
417,PhysicsWallah,2014,More than 1000,Noida,SDE3 - Frontend Developer,Full Time,"React.js,TypeScript",Manjari Rastogi,5-9 Years,https://in.linkedin.com/company/physicswallahapandey,E-Learning Providers,"8,971 employees","317,427 followers"
418,Thrillophilia,2010,500 - 1000,Jaipur,Performance Marketing Executive,Full Time,"Digital Marketing,Facebook Marketing,Google Ads,Social Media Marketing",Divyajyoti Sharma,1-3 Years,https://www.linkedin.com/company/thrillophilia-adventure-tours-pvt.-ltd./about/,Internet Publishing,672 employees,"65,739 followers"
419,TLC Relationship Management,2002,500 - 1000,Delhi,Software Developer,Full Time,"JavaScript,HTML,CSS,jQuery,Java",Ameesha Srivastava,7-9 Years,https://www.linkedin.com/company/tlc-relationship-management-p-ltd,Hospitality,460 employees,"21,372 followers"
420,Zetwerk,2017,More than 1000,Bangalore,Java Developer (SDE3),Full Time,"Java,API Testing,SDET,MongoDB,Postman",Dhanista Singh,6-11 Years,https://www.linkedin.com/company/zetwerk/,Industrial Machinery Manufacturing,"1,698 employees","76,242 followers"
421,Beta Makers Lab,2020,Oct-50,Bangalore,Interior Designer,Full Time,Interior Design,Ramya Shetty,2-3 Years,https://www.linkedin.com/company/betamakerslab/about/,Design,32 employees,"2,056 followers"
422,Bodycraft Salon Spa and Clinic,1997,500 - 1000,Bangalore,Senior Operations Manager,Full Time,"Operations Management,ASM,Business Development,Quality Assurance,Sales",Aishwarya Nair,5-10 Years,https://in.linkedin.com/company/bodycraftsalon,"Health, Wellness & Fitness",163 employees,"6,332 followers"
423,Bodycraft Salon Spa and Clinic,1997,500 - 1000,Bangalore,Sr. HR Manager,Full Time,"Employee Engagement,Payroll Management,Recruitment,Talent Management,Microsoft Excel",Aishwarya Nair,8-10 Years,https://in.linkedin.com/company/bodycraftsalon,"Health, Wellness & Fitness",163 employees,"6,332 followers"
424,Booming Bulls Academy,2019,50 - 200,Gurgaon,Inside Sales Executive,Full Time,"Presales,Public Relations,Corporate Communication",Itisha Goel,0-1 Years,https://www.linkedin.com/company/boomingbulls/about/,Education Administration Programs,75 employees,"3,489 followers"
425,D. E. Shaw,1988,More than 1000,Hyderabad,Software Engineer,Full Time,"C++,Java,Python,Hibernate,Spring",Poojitha Busireddy,2-4 Years,-----,Not Available,Not Available,Not Available
426,LTIMindtree,1996,More than 1000,Delhi,SRM Functional Consultant,Full Time,"SAP SRM,SAP MM,Invoice Processing,SAP S4 HANA,Procurement",Bhaskar Anand,4-7 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,145 followers"
427,ShopSe,2019,50 - 200,Mumbai,Sr. Product Manager,Full Time,"Product Management,Payment Solutions,Consumer Software,Merchant Banking",Nikhil Kumar,3-8 Years,https://www.linkedin.com/company/shopse/about/,"Technology, Information and Internet",232 employees,"12,231 followers"
428,ShopSe,2019,50 - 200,Mumbai,Sr. Product Manager,Full Time,"Product Management,Payment Solutions",Nidhi Singh,5-10 Years,https://www.linkedin.com/company/shopse/about/,"Technology, Information and Internet",232 employees,"12,231 followers"
429,TLC Relationship Management,2002,500 - 1000,Delhi,UI Developer,Full Time,"HTML,jQuery,JavaScript,UX Design,Node.js",Mrunal Kankal,8-10 Years,https://www.linkedin.com/company/tlc-relationship-management-p-ltd,Hospitality,460 employees,"21,372 followers"
430,Wakefit,2014,50 - 200,Bangalore,Data Scientist Manager,Full Time,"Machine Learning,Python,NLP,Marketing,Airflow",Ujwala Kudur,6-11 Years,https://www.linkedin.com/company/wakefitco/,Furniture and Home Furnishings Manufacturing,"1,031 employees","46,010 followers"
431,Bodycraft Salon Spa and Clinic,1997,500 - 1000,Bangalore,Procurement Head,Full Time,"Product Management,Procurement,Vendor Management,Inventory Management,Process Improvement",Aishwarya Nair,7-10 Years,https://in.linkedin.com/company/bodycraftsalon,"Health, Wellness & Fitness",163 employees,"6,332 followers"
432,Bullspree,2020,Oct-50,Chandigarh,Senior Backend Engineer,Full Time,"Node.js,Laravel,MySQL,AWS,Docker",Mahalakshmi S,7-12 Years,https://www.linkedin.com/company/bullspree/,Capital Markets,23 employees,"2,055 followers"
433,Bullspree,2020,Oct-50,Kolkata,Senior Backend Engineer,Full Time,"Node.js,PHP,MySQL,AWS,Docker",Mahalakshmi S,7-12 Years,https://www.linkedin.com/company/bullspree/,Capital Markets,23 employees,"2,055 followers"
434,Bullspree,2020,Oct-50,Anand,Senior Backend Engineer,Full Time,"Node.js,PHP,MySQL,AWS,Docker",Mahalakshmi S,7-12 Years,https://www.linkedin.com/company/bullspree/,Capital Markets,23 employees,"2,055 followers"
435,Hettich India,2001,200 - 500,Navi Mumbai,SAP Analytics Consultant,Full Time,"SAP BI,SAP BW",Leesha Dsouza,4-9 Years,https://web.hettich.com/en-in/linkedin,Not Available,Not Available,Not Available
436,Intuit,1983,More than 1000,Bangalore,Senior Software Engineer,Full Time,"Java,Hibernate,Spring,Struts",Bharti Jigyasi,5-9 Years,https://www.linkedin.com/company/intuit/,Software Development,"15,846 employees","588,876 followers"
437,Loop Kitchen,2022,0 - 10,"Bangalore, Work From Home",Full Stack Engineer (Back End Focus),Full Time,"Java,JavaScript,Python,React.js",Sundar A,0-4 Years,-----,Not Available,Not Available,Not Available
438,Noodle.ai,2016,200 - 500,Bangalore,Principal Engineer,Full Time,"Machine Learning,Python",Ankita Ghosh,12-13 Years,https://www.linkedin.com/company/noodle-ai/,Software Development,156 employees,"24,837 followers"
439,Pesto Tech,2017,Oct-50,Work From Home,Senior Fullstack Developer,Full Time,"JavaScript,Python,Angular",Sneha Sreekumar,5-9 Years,https://www.linkedin.com/company/pestotech/about/,"Technology, Information and Internet",122 employees,"23,309 followers"
440,Wipro,1945,More than 1000,Bangalore,Node.js Developer - Lead,Full Time,"Node.js,React.js",Sumithra Rai Shetty,4-9 Years,https://www.linkedin.com/company/wipro/about/,IT Services and IT Consulting,"289,791 employees","7,706,087 followers"
441,Censius AI,2020,0 - 10,Ahmedabad,Marketing Lead,Full Time,Digital Marketing,Alekhya Banik,2-6 Years,-----,Not Available,Not Available,Not Available
442,Censius AI,2020,0 - 10,Ahmedabad,Sales Lead,Full Time,"Business Development,Sales",Alekhya Banik,5-9 Years,-----,Not Available,Not Available,Not Available
443,Creta Class,2022,50 - 200,Bangalore,Field Sales Executive,Full Time,"Business Development,Direct Sales,Sales,Telecalling",Ajit Singh Rajput,1-3 Years,https://www.linkedin.com/company/cretaclass/,Education,22 employees,431 followers
444,Expleo Group,1966,More than 1000,Mumbai,Manual Tester,Full Time,"Manual Testing,Insurance Broking,Insurance Operations",Monisha M,1-3 Years,https://www.linkedin.com/company/expleo-group/about/,IT Services and IT Consulting,"14,543 employees","412,862 followers"
445,Hiver,2011,50 - 200,Bangalore,Senior Product Manager,Full Time,Product Management,Shalini Chandra,8-12 Years,https://www.linkedin.com/company/grexit/,Not Available,Not Available,Not Available
446,Joveo,2016,50 - 200,"Bangalore, Hyderabad",Data Analyst,Full Time,"Power BI,Python,SQL",Sharon Robinson,2-4 Years,-----,Not Available,Not Available,Not Available
447,Komprise,2014,Oct-50,Bangalore,SDET,Full Time,"Jenkins,Python,Robot Framework,SDET,CI - CD",Ankit Sinha,2-5 Years,-----,Not Available,Not Available,Not Available
448,Planview,1989,500 - 1000,Bangalore,Cloudops Engineer,Full Time,"Technical Support,AWS,Windows,PowerShell,Networking",Nisha M,6-8 Years,https://www.linkedin.com/company/planview/about/,Software Development,"1,636 employees","45,542 followers"
